"","items","support","count"
"390","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC39A5.283375=EL,FCAMR.83953=EL}",1,66
"391","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC39A5.283375=EL,CTSL3.392360=L}",1,66
"392","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC39A5.283375=EL,ACE2.59272=EL}",1,66
"393","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC39A5.283375=EL,SLC7A9.11136=EL}",1,66
"394","{EVI5L.115704=EH,LOC100129034.100129034=EL,TMEM176B.28959=EL,ALPK2.115701=EL,SLC39A5.283375=EL}",1,66
"395","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC39A5.283375=EL,NAT8.9027=EL}",1,66
"396","{EVI5L.115704=EH,LOC100129034.100129034=EL,PDZD3.79849=EL,ALPK2.115701=EL,SLC39A5.283375=EL}",1,66
"397","{EVI5L.115704=EH,LOC100129034.100129034=EL,PROS1.5627=EL,ALPK2.115701=EL,SLC39A5.283375=EL}",1,66
"398","{EVI5L.115704=EH,LOC100129034.100129034=EL,KBTBD11.9920=EL,ALPK2.115701=EL,SLC39A5.283375=EL}",1,66
"399","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC39A5.283375=EL,SLC17A3.10786=EL}",1,66
"400","{EVI5L.115704=EH,LOC100129034.100129034=EL,ODAM.54959=EH,ALPK2.115701=EL,SLC39A5.283375=EL}",1,66
"401","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC39A5.283375=EL,SLC23A1.9963=EL}",1,66
"402","{EVI5L.115704=EH,LOC100129034.100129034=EL,UGT2A3.79799=EL,ALPK2.115701=EL,SLC39A5.283375=EL}",1,66
"403","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC39A5.283375=EL,PRAP1.118471=EL}",1,66
"404","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC39A5.283375=EL,REG1B.5968=M}",1,66
"405","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC39A5.283375=EL,CAPN12.147968=EL}",1,66
"406","{EVI5L.115704=EH,LOC100129034.100129034=EL,TMEM176A.55365=EL,ALPK2.115701=EL,SLC39A5.283375=EL}",1,66
"407","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC39A5.283375=EL,LGALS2.3957=EL}",1,66
"408","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC39A5.283375=EL,BBOX1.8424=EL}",1,66
"409","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC39A5.283375=EL,SLC6A13.6540=EL}",1,66
"410","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLRN3.119467=EL,ALPK2.115701=EL,SLC39A5.283375=EL}",1,66
"411","{EVI5L.115704=EH,LOC100129034.100129034=EL,PDZK1IP1.10158=EL,ALPK2.115701=EL,SLC39A5.283375=EL}",1,66
"412","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC39A5.283375=EL,SLC5A10.125206=EL}",1,66
"413","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC39A5.283375=EL,BAIAP2L2.80115=EL}",1,66
"414","{EVI5L.115704=EH,LOC100129034.100129034=EL,ANG.283=EL,ALPK2.115701=EL,SLC39A5.283375=EL}",1,66
"415","{EVI5L.115704=EH,LOC100129034.100129034=EL,C14orf73.91828=EL,ALPK2.115701=EL,SLC39A5.283375=EL}",1,66
"416","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC39A5.283375=EL,ANXA13.312=EL}",1,66
"417","{EVI5L.115704=EH,LOC100129034.100129034=EL,FUT6.2528=EL,ALPK2.115701=EL,SLC39A5.283375=EL}",1,66
"418","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC28A1.9154=EL,ALPK2.115701=EL,SLC39A5.283375=EL}",1,66
"419","{EVI5L.115704=EH,LOC100129034.100129034=EL,C8orf22.492307=M,ALPK2.115701=EL,SLC39A5.283375=EL}",1,66
"420","{EVI5L.115704=EH,LOC100129034.100129034=EL,ACSM2A.123876=EL,ALPK2.115701=EL,SLC39A5.283375=EL}",1,66
"421","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC39A5.283375=EL,TM4SF5.9032=EL}",1,66
"422","{EVI5L.115704=EH,LOC100129034.100129034=EL,METTL7B.196410=EL,ALPK2.115701=EL,SLC39A5.283375=EL}",1,66
"423","{EVI5L.115704=EH,LOC100129034.100129034=EL,RDH5.5959=EL,ALPK2.115701=EL,SLC39A5.283375=EL}",1,66
"424","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC39A5.283375=EL,SLC10A2.6555=EL}",1,66
"425","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC39A5.283375=EL,SLC16A9.220963=EL}",1,66
"426","{EVI5L.115704=EH,LOC100129034.100129034=EL,C8orf71.26138=EH,ALPK2.115701=EL,SLC39A5.283375=EL}",1,66
"427","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC39A5.283375=EL,DPYS.1807=EL}",1,66
"428","{EVI5L.115704=EH,LOC100129034.100129034=EL,RNASE4.6038=EL,ALPK2.115701=EL,SLC39A5.283375=EL}",1,66
"429","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC39A5.283375=EL,UGT1A8.54576=L}",1,66
"430","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC39A5.283375=EL,ANKS4B.257629=EL}",1,66
"431","{EVI5L.115704=EH,LOC100129034.100129034=EL,NTN1.9423=EH,ALPK2.115701=EL,SLC39A5.283375=EL}",1,66
"432","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC39A5.283375=EL,GBA3.57733=EL}",1,66
"433","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC39A5.283375=EL,ALPI.248=L}",1,66
"434","{EVI5L.115704=EH,LOC100131551.100131551=EL,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC39A5.283375=EL}",1,66
"435","{EVI5L.115704=EH,PLEKHJ1.55111=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC39A5.283375=EL}",1,66
"436","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC39A5.283375=EL,SLC2A2.6514=EL}",1,66
"437","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,CUBN.8029=EL,SLC39A5.283375=EL}",1,66
"438","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC39A5.283375=EL,CYP21A2.1589=EL}",1,66
"439","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC39A5.283375=EL,UGT1A3.54659=L}",1,66
"440","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,ABCC3.8714=EL,SLC39A5.283375=EL}",1,66
"441","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,CFB.629=EL,NGEF.25791=EL}",1,66
"442","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,HAVCR1.26762=EL,NGEF.25791=EL}",1,66
"443","{EVI5L.115704=EH,LOC100129034.100129034=EL,UNC5CL.222643=EL,SLC39A5.283375=EL,NGEF.25791=EL}",1,66
"444","{EVI5L.115704=EH,LOC100129034.100129034=EL,MTMR11.10903=EL,SLC39A5.283375=EL,NGEF.25791=EL}",1,66
"445","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,HNF4A.3172=EL,NGEF.25791=EL}",1,66
"446","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,NGEF.25791=EL,REG3G.130120=L}",1,66
"447","{EVI5L.115704=EH,LOC100129034.100129034=EL,FIGNL2.401720=EL,SLC39A5.283375=EL,NGEF.25791=EL}",1,66
"448","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,NRXN2.9379=EL,NGEF.25791=EL}",1,66
"449","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,HHLA2.11148=EL,NGEF.25791=EL}",1,66
"450","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,NXNL2.158046=EL,NGEF.25791=EL}",1,66
"451","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,ADAM18.8749=M,NGEF.25791=EL}",1,66
"452","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,ENKUR.219670=EL,NGEF.25791=EL}",1,66
"453","{EVI5L.115704=EH,LOC100129034.100129034=EL,FAM58A.92002=EH,SLC39A5.283375=EL,NGEF.25791=EL}",1,66
"454","{EVI5L.115704=EH,COL23A1.91522=EL,LOC100129034.100129034=EL,SLC39A5.283375=EL,NGEF.25791=EL}",1,66
"455","{EVI5L.115704=EH,LOC100129034.100129034=EL,ACSM2B.348158=EL,SLC39A5.283375=EL,NGEF.25791=EL}",1,66
"456","{EVI5L.115704=EH,LOC100129034.100129034=EL,C4orf47.441054=EL,SLC39A5.283375=EL,NGEF.25791=EL}",1,66
"457","{EVI5L.115704=EH,LOC100129034.100129034=EL,CDHR5.53841=EL,SLC39A5.283375=EL,NGEF.25791=EL}",1,66
"458","{EVI5L.115704=EH,FLJ32063.150538=M,LOC100129034.100129034=EL,SLC39A5.283375=EL,NGEF.25791=EL}",1,66
"459","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLDN2.9075=EL,SLC39A5.283375=EL,NGEF.25791=EL}",1,66
"460","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,NGEF.25791=EL,LOC285733.285733=EL}",1,66
"461","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,NGEF.25791=EL,WFDC5.149708=M}",1,66
"462","{EVI5L.115704=EH,CYP2J2.1573=EL,LOC100129034.100129034=EL,SLC39A5.283375=EL,NGEF.25791=EL}",1,66
"463","{EVI5L.115704=EH,LOC100129034.100129034=EL,TRIM10.10107=EL,SLC39A5.283375=EL,NGEF.25791=EL}",1,66
"464","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,NGEF.25791=EL,KLK15.55554=EH}",1,66
"465","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,NGEF.25791=EL,RHCG.51458=EH}",1,66
"466","{EVI5L.115704=EH,LOC100129034.100129034=EL,IL22RA1.58985=EL,SLC39A5.283375=EL,NGEF.25791=EL}",1,66
"467","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,NGEF.25791=EL,UGT1A7.54577=M}",1,66
"468","{EVI5L.115704=EH,LOC100129034.100129034=EL,CDH6.1004=EL,SLC39A5.283375=EL,NGEF.25791=EL}",1,66
"469","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC22A11.55867=EL,SLC39A5.283375=EL,NGEF.25791=EL}",1,66
"470","{EVI5L.115704=EH,SLC17A4.10050=EL,LOC100129034.100129034=EL,SLC39A5.283375=EL,NGEF.25791=EL}",1,66
"471","{EVI5L.115704=EH,LOC100129034.100129034=EL,ACY3.91703=EL,SLC39A5.283375=EL,NGEF.25791=EL}",1,66
"472","{EVI5L.115704=EH,LOC100129034.100129034=EL,GALNT14.79623=EL,SLC39A5.283375=EL,NGEF.25791=EL}",1,66
"473","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,NGEF.25791=EL,TTTY4C.474150=H}",1,66
"474","{EVI5L.115704=EH,LOC100129034.100129034=EL,TRIM15.89870=EL,SLC39A5.283375=EL,NGEF.25791=EL}",1,66
"475","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,FCAMR.83953=EL,NGEF.25791=EL}",1,66
"476","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,NGEF.25791=EL,CTSL3.392360=L}",1,66
"477","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,ACE2.59272=EL,NGEF.25791=EL}",1,66
"478","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,SLC7A9.11136=EL,NGEF.25791=EL}",1,66
"479","{EVI5L.115704=EH,LOC100129034.100129034=EL,TMEM176B.28959=EL,SLC39A5.283375=EL,NGEF.25791=EL}",1,66
"480","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,NAT8.9027=EL,NGEF.25791=EL}",1,66
"481","{EVI5L.115704=EH,LOC100129034.100129034=EL,PDZD3.79849=EL,SLC39A5.283375=EL,NGEF.25791=EL}",1,66
"482","{EVI5L.115704=EH,LOC100129034.100129034=EL,PROS1.5627=EL,SLC39A5.283375=EL,NGEF.25791=EL}",1,66
"483","{EVI5L.115704=EH,LOC100129034.100129034=EL,KBTBD11.9920=EL,SLC39A5.283375=EL,NGEF.25791=EL}",1,66
"484","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,SLC17A3.10786=EL,NGEF.25791=EL}",1,66
"485","{EVI5L.115704=EH,LOC100129034.100129034=EL,ODAM.54959=EH,SLC39A5.283375=EL,NGEF.25791=EL}",1,66
"486","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,SLC23A1.9963=EL,NGEF.25791=EL}",1,66
"487","{EVI5L.115704=EH,LOC100129034.100129034=EL,UGT2A3.79799=EL,SLC39A5.283375=EL,NGEF.25791=EL}",1,66
"488","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,NGEF.25791=EL,PRAP1.118471=EL}",1,66
"489","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,NGEF.25791=EL,REG1B.5968=M}",1,66
"490","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,NGEF.25791=EL,CAPN12.147968=EL}",1,66
"491","{EVI5L.115704=EH,LOC100129034.100129034=EL,TMEM176A.55365=EL,SLC39A5.283375=EL,NGEF.25791=EL}",1,66
"492","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,LGALS2.3957=EL,NGEF.25791=EL}",1,66
"493","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,BBOX1.8424=EL,NGEF.25791=EL}",1,66
"494","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,SLC6A13.6540=EL,NGEF.25791=EL}",1,66
"495","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLRN3.119467=EL,SLC39A5.283375=EL,NGEF.25791=EL}",1,66
"496","{EVI5L.115704=EH,LOC100129034.100129034=EL,PDZK1IP1.10158=EL,SLC39A5.283375=EL,NGEF.25791=EL}",1,66
"497","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,SLC5A10.125206=EL,NGEF.25791=EL}",1,66
"498","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,BAIAP2L2.80115=EL,NGEF.25791=EL}",1,66
"499","{EVI5L.115704=EH,LOC100129034.100129034=EL,ANG.283=EL,SLC39A5.283375=EL,NGEF.25791=EL}",1,66
"500","{EVI5L.115704=EH,LOC100129034.100129034=EL,C14orf73.91828=EL,SLC39A5.283375=EL,NGEF.25791=EL}",1,66
"501","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,ANXA13.312=EL,NGEF.25791=EL}",1,66
"502","{EVI5L.115704=EH,LOC100129034.100129034=EL,FUT6.2528=EL,SLC39A5.283375=EL,NGEF.25791=EL}",1,66
"503","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC28A1.9154=EL,SLC39A5.283375=EL,NGEF.25791=EL}",1,66
"504","{EVI5L.115704=EH,LOC100129034.100129034=EL,C8orf22.492307=M,SLC39A5.283375=EL,NGEF.25791=EL}",1,66
"505","{EVI5L.115704=EH,LOC100129034.100129034=EL,ACSM2A.123876=EL,SLC39A5.283375=EL,NGEF.25791=EL}",1,66
"506","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,TM4SF5.9032=EL,NGEF.25791=EL}",1,66
"507","{EVI5L.115704=EH,LOC100129034.100129034=EL,METTL7B.196410=EL,SLC39A5.283375=EL,NGEF.25791=EL}",1,66
"508","{EVI5L.115704=EH,LOC100129034.100129034=EL,RDH5.5959=EL,SLC39A5.283375=EL,NGEF.25791=EL}",1,66
"509","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,NGEF.25791=EL,SLC10A2.6555=EL}",1,66
"510","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,SLC16A9.220963=EL,NGEF.25791=EL}",1,66
"511","{EVI5L.115704=EH,LOC100129034.100129034=EL,C8orf71.26138=EH,SLC39A5.283375=EL,NGEF.25791=EL}",1,66
"512","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,DPYS.1807=EL,NGEF.25791=EL}",1,66
"513","{EVI5L.115704=EH,LOC100129034.100129034=EL,RNASE4.6038=EL,SLC39A5.283375=EL,NGEF.25791=EL}",1,66
"514","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,NGEF.25791=EL,UGT1A8.54576=L}",1,66
"515","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,ANKS4B.257629=EL,NGEF.25791=EL}",1,66
"516","{EVI5L.115704=EH,LOC100129034.100129034=EL,NTN1.9423=EH,SLC39A5.283375=EL,NGEF.25791=EL}",1,66
"517","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,GBA3.57733=EL,NGEF.25791=EL}",1,66
"518","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,NGEF.25791=EL,ALPI.248=L}",1,66
"519","{EVI5L.115704=EH,LOC100131551.100131551=EL,LOC100129034.100129034=EL,SLC39A5.283375=EL,NGEF.25791=EL}",1,66
"520","{EVI5L.115704=EH,PLEKHJ1.55111=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,NGEF.25791=EL}",1,66
"521","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,NGEF.25791=EL,SLC2A2.6514=EL}",1,66
"522","{EVI5L.115704=EH,LOC100129034.100129034=EL,CUBN.8029=EL,SLC39A5.283375=EL,NGEF.25791=EL}",1,66
"523","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,NGEF.25791=EL,CYP21A2.1589=EL}",1,66
"524","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,NGEF.25791=EL,UGT1A3.54659=L}",1,66
"525","{EVI5L.115704=EH,LOC100129034.100129034=EL,ABCC3.8714=EL,SLC39A5.283375=EL,NGEF.25791=EL}",1,66
"526","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,CFB.629=EL,HAVCR1.26762=EL}",1,66
"527","{EVI5L.115704=EH,LOC100129034.100129034=EL,UNC5CL.222643=EL,SLC39A5.283375=EL,CFB.629=EL}",1,66
"528","{EVI5L.115704=EH,LOC100129034.100129034=EL,MTMR11.10903=EL,SLC39A5.283375=EL,CFB.629=EL}",1,66
"529","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,CFB.629=EL,HNF4A.3172=EL}",1,66
"530","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,CFB.629=EL,REG3G.130120=L}",1,66
"531","{EVI5L.115704=EH,LOC100129034.100129034=EL,FIGNL2.401720=EL,SLC39A5.283375=EL,CFB.629=EL}",1,66
"532","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,CFB.629=EL,NRXN2.9379=EL}",1,66
"533","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,CFB.629=EL,HHLA2.11148=EL}",1,66
"534","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,CFB.629=EL,NXNL2.158046=EL}",1,66
"535","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,CFB.629=EL,ADAM18.8749=M}",1,66
"536","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,CFB.629=EL,ENKUR.219670=EL}",1,66
"537","{EVI5L.115704=EH,LOC100129034.100129034=EL,FAM58A.92002=EH,SLC39A5.283375=EL,CFB.629=EL}",1,66
"538","{EVI5L.115704=EH,COL23A1.91522=EL,LOC100129034.100129034=EL,SLC39A5.283375=EL,CFB.629=EL}",1,66
"539","{EVI5L.115704=EH,LOC100129034.100129034=EL,ACSM2B.348158=EL,SLC39A5.283375=EL,CFB.629=EL}",1,66
"540","{EVI5L.115704=EH,LOC100129034.100129034=EL,C4orf47.441054=EL,SLC39A5.283375=EL,CFB.629=EL}",1,66
"541","{EVI5L.115704=EH,LOC100129034.100129034=EL,CDHR5.53841=EL,SLC39A5.283375=EL,CFB.629=EL}",1,66
"542","{EVI5L.115704=EH,FLJ32063.150538=M,LOC100129034.100129034=EL,SLC39A5.283375=EL,CFB.629=EL}",1,66
"543","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLDN2.9075=EL,SLC39A5.283375=EL,CFB.629=EL}",1,66
"544","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,CFB.629=EL,LOC285733.285733=EL}",1,66
"545","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,CFB.629=EL,WFDC5.149708=M}",1,66
"546","{EVI5L.115704=EH,CYP2J2.1573=EL,LOC100129034.100129034=EL,SLC39A5.283375=EL,CFB.629=EL}",1,66
"547","{EVI5L.115704=EH,LOC100129034.100129034=EL,TRIM10.10107=EL,SLC39A5.283375=EL,CFB.629=EL}",1,66
"548","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,CFB.629=EL,KLK15.55554=EH}",1,66
"549","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,CFB.629=EL,RHCG.51458=EH}",1,66
"550","{EVI5L.115704=EH,LOC100129034.100129034=EL,IL22RA1.58985=EL,SLC39A5.283375=EL,CFB.629=EL}",1,66
"551","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,CFB.629=EL,UGT1A7.54577=M}",1,66
"552","{EVI5L.115704=EH,LOC100129034.100129034=EL,CDH6.1004=EL,SLC39A5.283375=EL,CFB.629=EL}",1,66
"553","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC22A11.55867=EL,SLC39A5.283375=EL,CFB.629=EL}",1,66
"554","{EVI5L.115704=EH,SLC17A4.10050=EL,LOC100129034.100129034=EL,SLC39A5.283375=EL,CFB.629=EL}",1,66
"555","{EVI5L.115704=EH,LOC100129034.100129034=EL,ACY3.91703=EL,SLC39A5.283375=EL,CFB.629=EL}",1,66
"556","{EVI5L.115704=EH,LOC100129034.100129034=EL,GALNT14.79623=EL,SLC39A5.283375=EL,CFB.629=EL}",1,66
"557","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,CFB.629=EL,TTTY4C.474150=H}",1,66
"558","{EVI5L.115704=EH,LOC100129034.100129034=EL,TRIM15.89870=EL,SLC39A5.283375=EL,CFB.629=EL}",1,66
"559","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,CFB.629=EL,FCAMR.83953=EL}",1,66
"560","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,CFB.629=EL,CTSL3.392360=L}",1,66
"561","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,CFB.629=EL,ACE2.59272=EL}",1,66
"562","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,CFB.629=EL,SLC7A9.11136=EL}",1,66
"563","{EVI5L.115704=EH,LOC100129034.100129034=EL,TMEM176B.28959=EL,SLC39A5.283375=EL,CFB.629=EL}",1,66
"564","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,CFB.629=EL,NAT8.9027=EL}",1,66
"565","{EVI5L.115704=EH,LOC100129034.100129034=EL,PDZD3.79849=EL,SLC39A5.283375=EL,CFB.629=EL}",1,66
"566","{EVI5L.115704=EH,LOC100129034.100129034=EL,PROS1.5627=EL,SLC39A5.283375=EL,CFB.629=EL}",1,66
"567","{EVI5L.115704=EH,LOC100129034.100129034=EL,KBTBD11.9920=EL,SLC39A5.283375=EL,CFB.629=EL}",1,66
"568","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,CFB.629=EL,SLC17A3.10786=EL}",1,66
"569","{EVI5L.115704=EH,LOC100129034.100129034=EL,ODAM.54959=EH,SLC39A5.283375=EL,CFB.629=EL}",1,66
"570","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,CFB.629=EL,SLC23A1.9963=EL}",1,66
"571","{EVI5L.115704=EH,LOC100129034.100129034=EL,UGT2A3.79799=EL,SLC39A5.283375=EL,CFB.629=EL}",1,66
"572","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,CFB.629=EL,PRAP1.118471=EL}",1,66
"573","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,CFB.629=EL,REG1B.5968=M}",1,66
"574","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,CFB.629=EL,CAPN12.147968=EL}",1,66
"575","{EVI5L.115704=EH,LOC100129034.100129034=EL,TMEM176A.55365=EL,SLC39A5.283375=EL,CFB.629=EL}",1,66
"576","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,CFB.629=EL,LGALS2.3957=EL}",1,66
"577","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,CFB.629=EL,BBOX1.8424=EL}",1,66
"578","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,CFB.629=EL,SLC6A13.6540=EL}",1,66
"579","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLRN3.119467=EL,SLC39A5.283375=EL,CFB.629=EL}",1,66
"580","{EVI5L.115704=EH,LOC100129034.100129034=EL,PDZK1IP1.10158=EL,SLC39A5.283375=EL,CFB.629=EL}",1,66
"581","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,CFB.629=EL,SLC5A10.125206=EL}",1,66
"582","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,CFB.629=EL,BAIAP2L2.80115=EL}",1,66
"583","{EVI5L.115704=EH,LOC100129034.100129034=EL,ANG.283=EL,SLC39A5.283375=EL,CFB.629=EL}",1,66
"584","{EVI5L.115704=EH,LOC100129034.100129034=EL,C14orf73.91828=EL,SLC39A5.283375=EL,CFB.629=EL}",1,66
"585","{EVI5L.115704=EH,LOC100129034.100129034=EL,SLC39A5.283375=EL,CFB.629=EL,ANXA13.312=EL}",1,66
"586","{EVI5L.115704=EH,LOC100129034.100129034=EL,FUT6.2528=EL,SLC39A5.283375=EL,CFB.629=EL}",1,66
