"","items","support","count"
"195","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,FAM58A.92002=EH,SLC39A5.283375=EL}",1,66
"196","{EVI5L.115704=EH,COL23A1.91522=EL,LOC100129034.100129034=EL,CLPB.81570=EH,SLC39A5.283375=EL}",1,66
"197","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,ACSM2B.348158=EL,SLC39A5.283375=EL}",1,66
"198","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,C4orf47.441054=EL,SLC39A5.283375=EL}",1,66
"199","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,CDHR5.53841=EL,SLC39A5.283375=EL}",1,66
"200","{EVI5L.115704=EH,FLJ32063.150538=M,LOC100129034.100129034=EL,CLPB.81570=EH,SLC39A5.283375=EL}",1,66
"201","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,CLDN2.9075=EL,SLC39A5.283375=EL}",1,66
"202","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,SLC39A5.283375=EL,LOC285733.285733=EL}",1,66
"203","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,SLC39A5.283375=EL,WFDC5.149708=M}",1,66
"204","{EVI5L.115704=EH,CYP2J2.1573=EL,LOC100129034.100129034=EL,CLPB.81570=EH,SLC39A5.283375=EL}",1,66
"205","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,TRIM10.10107=EL,SLC39A5.283375=EL}",1,66
"206","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,SLC39A5.283375=EL,KLK15.55554=EH}",1,66
"207","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,SLC39A5.283375=EL,RHCG.51458=EH}",1,66
"208","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,IL22RA1.58985=EL,SLC39A5.283375=EL}",1,66
"209","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,SLC39A5.283375=EL,UGT1A7.54577=M}",1,66
"210","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,CDH6.1004=EL,SLC39A5.283375=EL}",1,66
"211","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,SLC22A11.55867=EL,SLC39A5.283375=EL}",1,66
"212","{EVI5L.115704=EH,SLC17A4.10050=EL,LOC100129034.100129034=EL,CLPB.81570=EH,SLC39A5.283375=EL}",1,66
"213","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,ACY3.91703=EL,SLC39A5.283375=EL}",1,66
"214","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,GALNT14.79623=EL,SLC39A5.283375=EL}",1,66
"215","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,SLC39A5.283375=EL,TTTY4C.474150=H}",1,66
"216","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,TRIM15.89870=EL,SLC39A5.283375=EL}",1,66
"217","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,SLC39A5.283375=EL,FCAMR.83953=EL}",1,66
"218","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,SLC39A5.283375=EL,CTSL3.392360=L}",1,66
"219","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,SLC39A5.283375=EL,ACE2.59272=EL}",1,66
"220","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,SLC39A5.283375=EL,SLC7A9.11136=EL}",1,66
"221","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,TMEM176B.28959=EL,SLC39A5.283375=EL}",1,66
"222","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,SLC39A5.283375=EL,NAT8.9027=EL}",1,66
"223","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,PDZD3.79849=EL,SLC39A5.283375=EL}",1,66
"224","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,PROS1.5627=EL,SLC39A5.283375=EL}",1,66
"225","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,KBTBD11.9920=EL,SLC39A5.283375=EL}",1,66
"226","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,SLC39A5.283375=EL,SLC17A3.10786=EL}",1,66
"227","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,ODAM.54959=EH,SLC39A5.283375=EL}",1,66
"228","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,SLC39A5.283375=EL,SLC23A1.9963=EL}",1,66
"229","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,UGT2A3.79799=EL,SLC39A5.283375=EL}",1,66
"230","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,SLC39A5.283375=EL,PRAP1.118471=EL}",1,66
"231","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,SLC39A5.283375=EL,REG1B.5968=M}",1,66
"232","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,SLC39A5.283375=EL,CAPN12.147968=EL}",1,66
"233","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,TMEM176A.55365=EL,SLC39A5.283375=EL}",1,66
"234","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,SLC39A5.283375=EL,LGALS2.3957=EL}",1,66
"235","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,SLC39A5.283375=EL,BBOX1.8424=EL}",1,66
"236","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,SLC39A5.283375=EL,SLC6A13.6540=EL}",1,66
"237","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,CLRN3.119467=EL,SLC39A5.283375=EL}",1,66
"238","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,PDZK1IP1.10158=EL,SLC39A5.283375=EL}",1,66
"239","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,SLC39A5.283375=EL,SLC5A10.125206=EL}",1,66
"240","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,SLC39A5.283375=EL,BAIAP2L2.80115=EL}",1,66
"241","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,ANG.283=EL,SLC39A5.283375=EL}",1,66
"242","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,C14orf73.91828=EL,SLC39A5.283375=EL}",1,66
"243","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,SLC39A5.283375=EL,ANXA13.312=EL}",1,66
"244","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,FUT6.2528=EL,SLC39A5.283375=EL}",1,66
"245","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,SLC28A1.9154=EL,SLC39A5.283375=EL}",1,66
"246","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,C8orf22.492307=M,SLC39A5.283375=EL}",1,66
"247","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,ACSM2A.123876=EL,SLC39A5.283375=EL}",1,66
"248","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,SLC39A5.283375=EL,TM4SF5.9032=EL}",1,66
"249","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,METTL7B.196410=EL,SLC39A5.283375=EL}",1,66
"250","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,RDH5.5959=EL,SLC39A5.283375=EL}",1,66
"251","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,SLC39A5.283375=EL,SLC10A2.6555=EL}",1,66
"252","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,SLC39A5.283375=EL,SLC16A9.220963=EL}",1,66
"253","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,C8orf71.26138=EH,SLC39A5.283375=EL}",1,66
"254","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,SLC39A5.283375=EL,DPYS.1807=EL}",1,66
"255","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,RNASE4.6038=EL,SLC39A5.283375=EL}",1,66
"256","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,SLC39A5.283375=EL,UGT1A8.54576=L}",1,66
"257","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,SLC39A5.283375=EL,ANKS4B.257629=EL}",1,66
"258","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,NTN1.9423=EH,SLC39A5.283375=EL}",1,66
"259","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,SLC39A5.283375=EL,GBA3.57733=EL}",1,66
"260","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,SLC39A5.283375=EL,ALPI.248=L}",1,66
"261","{EVI5L.115704=EH,LOC100131551.100131551=EL,LOC100129034.100129034=EL,CLPB.81570=EH,SLC39A5.283375=EL}",1,66
"262","{EVI5L.115704=EH,PLEKHJ1.55111=EH,LOC100129034.100129034=EL,CLPB.81570=EH,SLC39A5.283375=EL}",1,66
"263","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,SLC39A5.283375=EL,SLC2A2.6514=EL}",1,66
"264","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,CUBN.8029=EL,SLC39A5.283375=EL}",1,66
"265","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,SLC39A5.283375=EL,CYP21A2.1589=EL}",1,66
"266","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,SLC39A5.283375=EL,UGT1A3.54659=L}",1,66
"267","{EVI5L.115704=EH,LOC100129034.100129034=EL,CLPB.81570=EH,ABCC3.8714=EL,SLC39A5.283375=EL}",1,66
"268","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,ALPK2.115701=EL,SLC39A5.283375=EL}",1,66
"269","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC39A5.283375=EL,NGEF.25791=EL}",1,66
"270","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC39A5.283375=EL,CFB.629=EL}",1,66
"271","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC39A5.283375=EL,HAVCR1.26762=EL}",1,66
"272","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,UNC5CL.222643=EL,SLC39A5.283375=EL}",1,66
"273","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,MTMR11.10903=EL,SLC39A5.283375=EL}",1,66
"274","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC39A5.283375=EL,HNF4A.3172=EL}",1,66
"275","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC39A5.283375=EL,REG3G.130120=L}",1,66
"276","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,FIGNL2.401720=EL,SLC39A5.283375=EL}",1,66
"277","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC39A5.283375=EL,NRXN2.9379=EL}",1,66
"278","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC39A5.283375=EL,HHLA2.11148=EL}",1,66
"279","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC39A5.283375=EL,NXNL2.158046=EL}",1,66
"280","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC39A5.283375=EL,ADAM18.8749=M}",1,66
"281","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC39A5.283375=EL,ENKUR.219670=EL}",1,66
"282","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,FAM58A.92002=EH,SLC39A5.283375=EL}",1,66
"283","{EVI5L.115704=EH,COL23A1.91522=EL,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC39A5.283375=EL}",1,66
"284","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,ACSM2B.348158=EL,SLC39A5.283375=EL}",1,66
"285","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,C4orf47.441054=EL,SLC39A5.283375=EL}",1,66
"286","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,CDHR5.53841=EL,SLC39A5.283375=EL}",1,66
"287","{EVI5L.115704=EH,FLJ32063.150538=M,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC39A5.283375=EL}",1,66
"288","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,CLDN2.9075=EL,SLC39A5.283375=EL}",1,66
"289","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC39A5.283375=EL,LOC285733.285733=EL}",1,66
"290","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC39A5.283375=EL,WFDC5.149708=M}",1,66
"291","{EVI5L.115704=EH,CYP2J2.1573=EL,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC39A5.283375=EL}",1,66
"292","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,TRIM10.10107=EL,SLC39A5.283375=EL}",1,66
"293","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC39A5.283375=EL,KLK15.55554=EH}",1,66
"294","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC39A5.283375=EL,RHCG.51458=EH}",1,66
"295","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,IL22RA1.58985=EL,SLC39A5.283375=EL}",1,66
"296","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC39A5.283375=EL,UGT1A7.54577=M}",1,66
"297","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,CDH6.1004=EL,SLC39A5.283375=EL}",1,66
"298","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC22A11.55867=EL,SLC39A5.283375=EL}",1,66
"299","{EVI5L.115704=EH,SLC17A4.10050=EL,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC39A5.283375=EL}",1,66
"300","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,ACY3.91703=EL,SLC39A5.283375=EL}",1,66
"301","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,GALNT14.79623=EL,SLC39A5.283375=EL}",1,66
"302","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC39A5.283375=EL,TTTY4C.474150=H}",1,66
"303","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,TRIM15.89870=EL,SLC39A5.283375=EL}",1,66
"304","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC39A5.283375=EL,FCAMR.83953=EL}",1,66
"305","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC39A5.283375=EL,CTSL3.392360=L}",1,66
"306","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC39A5.283375=EL,ACE2.59272=EL}",1,66
"307","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC39A5.283375=EL,SLC7A9.11136=EL}",1,66
"308","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,TMEM176B.28959=EL,SLC39A5.283375=EL}",1,66
"309","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC39A5.283375=EL,NAT8.9027=EL}",1,66
"310","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,PDZD3.79849=EL,SLC39A5.283375=EL}",1,66
"311","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,PROS1.5627=EL,SLC39A5.283375=EL}",1,66
"312","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,KBTBD11.9920=EL,SLC39A5.283375=EL}",1,66
"313","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC39A5.283375=EL,SLC17A3.10786=EL}",1,66
"314","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,ODAM.54959=EH,SLC39A5.283375=EL}",1,66
"315","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC39A5.283375=EL,SLC23A1.9963=EL}",1,66
"316","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,UGT2A3.79799=EL,SLC39A5.283375=EL}",1,66
"317","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC39A5.283375=EL,PRAP1.118471=EL}",1,66
"318","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC39A5.283375=EL,REG1B.5968=M}",1,66
"319","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC39A5.283375=EL,CAPN12.147968=EL}",1,66
"320","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,TMEM176A.55365=EL,SLC39A5.283375=EL}",1,66
"321","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC39A5.283375=EL,LGALS2.3957=EL}",1,66
"322","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC39A5.283375=EL,BBOX1.8424=EL}",1,66
"323","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC39A5.283375=EL,SLC6A13.6540=EL}",1,66
"324","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,CLRN3.119467=EL,SLC39A5.283375=EL}",1,66
"325","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,PDZK1IP1.10158=EL,SLC39A5.283375=EL}",1,66
"326","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC39A5.283375=EL,SLC5A10.125206=EL}",1,66
"327","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC39A5.283375=EL,BAIAP2L2.80115=EL}",1,66
"328","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,ANG.283=EL,SLC39A5.283375=EL}",1,66
"329","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,C14orf73.91828=EL,SLC39A5.283375=EL}",1,66
"330","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC39A5.283375=EL,ANXA13.312=EL}",1,66
"331","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,FUT6.2528=EL,SLC39A5.283375=EL}",1,66
"332","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC28A1.9154=EL,SLC39A5.283375=EL}",1,66
"333","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,C8orf22.492307=M,SLC39A5.283375=EL}",1,66
"334","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,ACSM2A.123876=EL,SLC39A5.283375=EL}",1,66
"335","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC39A5.283375=EL,TM4SF5.9032=EL}",1,66
"336","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,METTL7B.196410=EL,SLC39A5.283375=EL}",1,66
"337","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,RDH5.5959=EL,SLC39A5.283375=EL}",1,66
"338","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC39A5.283375=EL,SLC10A2.6555=EL}",1,66
"339","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC39A5.283375=EL,SLC16A9.220963=EL}",1,66
"340","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,C8orf71.26138=EH,SLC39A5.283375=EL}",1,66
"341","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC39A5.283375=EL,DPYS.1807=EL}",1,66
"342","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,RNASE4.6038=EL,SLC39A5.283375=EL}",1,66
"343","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC39A5.283375=EL,UGT1A8.54576=L}",1,66
"344","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC39A5.283375=EL,ANKS4B.257629=EL}",1,66
"345","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,NTN1.9423=EH,SLC39A5.283375=EL}",1,66
"346","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC39A5.283375=EL,GBA3.57733=EL}",1,66
"347","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC39A5.283375=EL,ALPI.248=L}",1,66
"348","{EVI5L.115704=EH,LOC100131551.100131551=EL,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC39A5.283375=EL}",1,66
"349","{EVI5L.115704=EH,PLEKHJ1.55111=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC39A5.283375=EL}",1,66
"350","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC39A5.283375=EL,SLC2A2.6514=EL}",1,66
"351","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,CUBN.8029=EL,SLC39A5.283375=EL}",1,66
"352","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC39A5.283375=EL,CYP21A2.1589=EL}",1,66
"353","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,SLC39A5.283375=EL,UGT1A3.54659=L}",1,66
"354","{EVI5L.115704=EH,LOC100129034.100129034=EL,C1orf186.440712=EL,ABCC3.8714=EL,SLC39A5.283375=EL}",1,66
"355","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC39A5.283375=EL,NGEF.25791=EL}",1,66
"356","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC39A5.283375=EL,CFB.629=EL}",1,66
"357","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC39A5.283375=EL,HAVCR1.26762=EL}",1,66
"358","{EVI5L.115704=EH,LOC100129034.100129034=EL,UNC5CL.222643=EL,ALPK2.115701=EL,SLC39A5.283375=EL}",1,66
"359","{EVI5L.115704=EH,LOC100129034.100129034=EL,MTMR11.10903=EL,ALPK2.115701=EL,SLC39A5.283375=EL}",1,66
"360","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC39A5.283375=EL,HNF4A.3172=EL}",1,66
"361","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC39A5.283375=EL,REG3G.130120=L}",1,66
"362","{EVI5L.115704=EH,LOC100129034.100129034=EL,FIGNL2.401720=EL,ALPK2.115701=EL,SLC39A5.283375=EL}",1,66
"363","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC39A5.283375=EL,NRXN2.9379=EL}",1,66
"364","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC39A5.283375=EL,HHLA2.11148=EL}",1,66
"365","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC39A5.283375=EL,NXNL2.158046=EL}",1,66
"366","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC39A5.283375=EL,ADAM18.8749=M}",1,66
"367","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC39A5.283375=EL,ENKUR.219670=EL}",1,66
"368","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,FAM58A.92002=EH,SLC39A5.283375=EL}",1,66
"369","{EVI5L.115704=EH,COL23A1.91522=EL,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC39A5.283375=EL}",1,66
"370","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,ACSM2B.348158=EL,SLC39A5.283375=EL}",1,66
"371","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,C4orf47.441054=EL,SLC39A5.283375=EL}",1,66
"372","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,CDHR5.53841=EL,SLC39A5.283375=EL}",1,66
"373","{EVI5L.115704=EH,FLJ32063.150538=M,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC39A5.283375=EL}",1,66
"374","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,CLDN2.9075=EL,SLC39A5.283375=EL}",1,66
"375","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC39A5.283375=EL,LOC285733.285733=EL}",1,66
"376","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC39A5.283375=EL,WFDC5.149708=M}",1,66
"377","{EVI5L.115704=EH,CYP2J2.1573=EL,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC39A5.283375=EL}",1,66
"378","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,TRIM10.10107=EL,SLC39A5.283375=EL}",1,66
"379","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC39A5.283375=EL,KLK15.55554=EH}",1,66
"380","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC39A5.283375=EL,RHCG.51458=EH}",1,66
"381","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,IL22RA1.58985=EL,SLC39A5.283375=EL}",1,66
"382","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC39A5.283375=EL,UGT1A7.54577=M}",1,66
"383","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,CDH6.1004=EL,SLC39A5.283375=EL}",1,66
"384","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC22A11.55867=EL,SLC39A5.283375=EL}",1,66
"385","{EVI5L.115704=EH,SLC17A4.10050=EL,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC39A5.283375=EL}",1,66
"386","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,ACY3.91703=EL,SLC39A5.283375=EL}",1,66
"387","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,GALNT14.79623=EL,SLC39A5.283375=EL}",1,66
"388","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,SLC39A5.283375=EL,TTTY4C.474150=H}",1,66
"389","{EVI5L.115704=EH,LOC100129034.100129034=EL,ALPK2.115701=EL,TRIM15.89870=EL,SLC39A5.283375=EL}",1,66
